event_id,title,date,time,category,location,organizer,description,performer_list,image_url,canonical_url,source_url,ticket_availability,source_csv_title,extraction_timestamp,scraping_success
69689,"""RAYOS LASER EN LIMA 2025""",2025-10-25,20:00,concerts,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""METAL STRICKER PRODUCCIONES E.I.R.L.""}}","""RAYOS LASER EN LIMA 2025""",,https://s3-us-west-2.amazonaws.com/joinnus.com/user/3642946/act683f13e79453b.jpg,https://www.joinnus.com/events/concerts/lima-rayos-laser-en-lima-2025-69689,https://www.joinnus.com/events/concerts/lima-rayos-laser-en-lima-2025-69689,available,"""RAYOS LASER EN LIMA 2025""",2025-09-20T01:38:32.330949,True
68236,Sesiones Sur Global,2025-10-16,09:00,festivales,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ONG ASOCIACIÓN SUR GLOBAL""}}","Las Sesiones Sur Global 2025 son 2 días llenos de charlas, workshops y oportunidades para conectar en Lima - Perú. Si te interesa participar, puedes unirte de manera presencial comprando tu boleto, o de manera gratuita en línea.",,https://s3-us-west-2.amazonaws.com/joinnus.com/user/5016540/act67e12f9b19926.jpg,https://www.joinnus.com/events/festivales/lima-sesiones-sur-global-68236,https://www.joinnus.com/events/festivales/lima-sesiones-sur-global-68236,available,Sesiones Sur Global,2025-09-20T01:38:35.393640,True
67339,PAQUETE HOTEL : CASTILLO DE CHANCAY,2025-02-01,09:00,entertainment,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CIVIL CASTILLO DE CHANCAY""}}","Sumérgete en un viaje inolvidable donde la historia y el entretenimiento se encuentran. En el Castillo de Chancay, cada rincón revela la majestuosidad de su arquitectura y los secretos del pasado a través de recorridos temáticos. Disfruta de emocionantes espectáculos culturales y entretenimiento en vivo que celebran la rica herencia peruana. Comparte momentos inolvidables con tus seres queridos en nuestros elegantes salones y exuberantes museos. ¡Ven y déjate cautivar por el encanto del Castillo de Chancay hoy mismo! Te esperamos para ofrecerte una experiencia única que combina diversión y cultura.",,https://cdn.joinnus.com/user/4911020/Yv3CIC5shufas9x.webp,https://www.joinnus.com/events/entertainment/lima-paquete-hotel-castillo-de-chancay-67339,https://www.joinnus.com/events/entertainment/lima-paquete-hotel-castillo-de-chancay-67339,available,PAQUETE HOTEL : CASTILLO DE CHANCAY,2025-09-20T01:38:38.243974,True
65796,Joinnus Live 🚀,2024-11-06,23:59,,"Lima, Perú",dor del evento,JMSV-streaming,,https://cdn.joinnus.com/user/3642946/act672a8594eb72c.jpg,https://live.joinnus.com//lima-cuerda-2025-65796,https://live.joinnus.com/lima-cuerda-2025-65796,unknown,CUERDA 2025,2025-09-20T01:38:44.689818,True
67859,Cursos Lets Dance 2025,2025-03-03,12:00,cursos-talleres,"Peru, Miraflores, Lima, Perú, San Isidro, Barranco","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""Let´s Dance""}}","Let's Dance brinda talleres de danza técnica desde cero, dirigido a jóvenes y adultos. Con nosotros, podrás aprender ballet, jazz contemporáneo, jazz lyrical y tener una correcta preparación física. Únete a nuestros cursos, en un ambiente agradable, cómodo y seguro. ¡Te esperamos!",,https://s3-us-west-2.amazonaws.com/joinnus.com/user/145113/act67c4ec7b45a7d.jpg,https://www.joinnus.com/events/cursos-talleres/lima-cursos-lets-dance-2025-67859,https://www.joinnus.com/events/cursos-talleres/lima-cursos-lets-dance-2025-67859,available,Cursos Lets Dance 2025,2025-09-20T01:38:47.850585,True
69083,Michale Graves Show Especial,2025-11-12,20:00,concerts,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ANTHONY ESTEBAN MARTINEZ GOMEZ""}}","Michale Graves presentara un show especial en Lima en noviembre, con un set list muy aclamado y sorpresivo.",,https://cdn.joinnus.com/user/2904933/xYDQTBznwXZFFry.webp,https://www.joinnus.com/events/concerts/lima-michale-graves-show-especial-69083,https://www.joinnus.com/events/concerts/lima-michale-graves-show-especial-69083,available,Michale Graves Show Especial,2025-09-20T01:38:51.712817,True
69300,Eros Ramazzotti World Tour - Una Historia Importante – Entradas disponibles en Joinnus - EROS RAMAZZOTTI WORLD TOUR - UNA HISTORIA IMPORANTE,2025-11-24,21:00,erosramazzotti2025,Lima,"tion"",""name"":""LA BOVEDA PERU S.A.C."",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour""},""seller"":{""@type"":""Organization"",""name"":""Joinnus"",""url"":""https://prime.joinnus.com/landing/eros-ramazzotti-world-tour"",""logo"":""https://cdn-projects-build.joinnus.com/jweb-public-front/production/static/images/joinnus-v2.svg""},""performer"":[{""@type"":""MusicGroup"",""name"":""Eros Ramazzotti""}],""offers"":{""url"":""https://www.joinnus.com/events/concerts/lima-eros-ramazzotti-world-tour-una-historia-importante-69300/canje"",""priceCurrency"":""PEN"",""availability"":""https://schema.org/InStock"",""validFrom"":""2025-05-13T00:00:00-05:00""}}",EROS RAMAZZOTTI WORLD TOUR - UNA HISTORIA IMPORANTE. ¡Adquiere tus entradas en Joinnus!,,https://s3-us-west-2.amazonaws.com/joinnus.com/user/1586376/act68263c7c5d057.jpg,https://prime.joinnus.com/landing/eros-ramazzotti-world-tour,https://prime.joinnus.com/landing/erosramazzotti2025,unknown,Eros Ramazzotti World Tour - Una Historia Importante,2025-09-20T01:38:54.583288,True
71347,STICK TO YOUR GUNS & BANE Show Especial,2026-05-07,19:30,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}",Después de muchos años. Un show Hardcore que remece la gris.,,https://cdn.joinnus.com/user/39156/kVJG9Qz4aoFrtOa.webp,https://www.joinnus.com/events/art-culture/lima-stick-to-your-guns-bane-show-especial-71347,https://www.joinnus.com/events/art-culture/lima-stick-to-your-guns-bane-show-especial-71347,available,STICK TO YOUR GUNS & BANE Show Especial,2025-09-20T01:38:58.190678,True
71010,EL TIEMPO TODO LOCURA,2026-02-05,20:00,theater,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":""ASOCIACION CULTURAL ARTES UNIDAS ACAU""}}","¡GRAN ESTRENO EN PERÚ! ¿Quién no ha fantaseado alguna vez con ser Marty McFly y poder viajar en el tiempo? ¿Qué ocurriría si un día compráramos unas pastillas en el herbolario y al tomarlas viajáramos al pasado para poder cambiarlo? Así empieza la historia de tres hermanos en busca de un presente mejor que el que les ha tocado vivir... pero ¿qué ocurre cuando se altera el continuo espacio tiempo? ¿La vida sigue siendo lo que creemos conocer? Y si cambiamos las decisiones que tomamos, ¿seguimos siendo las mismas personas? Y los demás, ¿quiénes son los demás ahora?",,https://cdn.joinnus.com/user/1488770/fijkoKvi6XCv8gt.webp,https://www.joinnus.com/events/theater/lima-el-tiempo-todo-locura-71010,https://www.joinnus.com/events/theater/lima-el-tiempo-todo-locura-71010,available,EL TIEMPO TODO LOCURA,2025-09-20T01:39:01.112105,True
70826,RIVERS OF NIHIL Show Especial,2026-02-03,20:00,art-culture,"Peru, Miraflores, Lima, Perú, San Isidro","tion"",""name"":""Joinnus"",""url"":""https://www.joinnus.com""}},""performer"":{""@type"":""PerformingGroup"",""name"":null},""organizer"":{""@type"":""Organization"",""name"":null}}",Lo mejor del death metal técnico en nuestra ciudad en un show lleno de caos y muchos riff.,,https://s3-us-west-2.amazonaws.com/joinnus.com/user/39156/act688a747ec2d23.jpg,https://www.joinnus.com/events/art-culture/lima-rivers-of-nihil-show-especial-70826,https://www.joinnus.com/events/art-culture/lima-rivers-of-nihil-show-especial-70826,available,RIVERS OF NIHIL Show Especial,2025-09-20T01:39:04.889735,True
